"Country" "Master.ID"
"2455" "Vietnam" "HG02032"
"2456" "Vietnam" "HG02035"
"2457" "Vietnam" "HG02040"
"2458" "Vietnam" "HG02046"
"2459" "Vietnam" "HG02047"
"2460" "Vietnam" "HG02048"
"2461" "Vietnam" "HG02049"
"2462" "Vietnam" "HG02050"
"2463" "Barbados" "HG02051"
"2464" "Barbados" "HG02052"
"2465" "Barbados" "HG02053"
"2466" "Barbados" "HG02054"
"2467" "Vietnam" "HG02057"
"2468" "Vietnam" "HG02058"
"2469" "Vietnam" "HG02060"
"2470" "Vietnam" "HG02061"
"2471" "Vietnam" "HG02064"
"2472" "Vietnam" "HG02067"
"2473" "Vietnam" "HG02069"
"2474" "Vietnam" "HG02070"
"2475" "Vietnam" "HG02072"
"2476" "Vietnam" "HG02073"
"2477" "Vietnam" "HG02075"
"2478" "Vietnam" "HG02076"
"2479" "Vietnam" "HG02078"
"2480" "Vietnam" "HG02079"
"2481" "Vietnam" "HG02081"
"2482" "Vietnam" "HG02082"
"2483" "Vietnam" "HG02084"
"2484" "Vietnam" "HG02085"
"2485" "Vietnam" "HG02086"
"2486" "Vietnam" "HG02087"
"2487" "Vietnam" "HG02088"
"2488" "Peru" "HG02089"
"2489" "Peru" "HG02090"
"2490" "Barbados" "HG02095"
"2491" "Peru" "HG02102"
"2492" "Peru" "HG02104"
"2493" "Peru" "HG02105"
"2494" "Barbados" "HG02107"
"2495" "Barbados" "HG02108"
"2496" "Barbados" "HG02111"
"2497" "Vietnam" "HG02113"
"2498" "Vietnam" "HG02116"
"2499" "Vietnam" "HG02121"
"2500" "Vietnam" "HG02122"
"2501" "Vietnam" "HG02127"
"2502" "Vietnam" "HG02128"
"2503" "Vietnam" "HG02130"
"2504" "Vietnam" "HG02131"
"2505" "Vietnam" "HG02133"
"2506" "Vietnam" "HG02134"
"2507" "Vietnam" "HG02136"
"2508" "Vietnam" "HG02137"
"2509" "Vietnam" "HG02138"
"2510" "Vietnam" "HG02139"
"2511" "Vietnam" "HG02140"
"2512" "Vietnam" "HG02141"
"2513" "Vietnam" "HG02142"
"2514" "Barbados" "HG02143"
"2515" "Barbados" "HG02144"
"2516" "Peru" "HG02146"
"2517" "Peru" "HG02147"
"2518" "Peru" "HG02150"
"2519" "China" "HG02151"
"2520" "China" "HG02152"
"2521" "China" "HG02153"
"2522" "China" "HG02154"
"2523" "China" "HG02155"
"2524" "China" "HG02156"
"2525" "China" "HG02164"
"2526" "China" "HG02165"
"2527" "China" "HG02166"
"2528" "China" "HG02178"
"2529" "China" "HG02179"
"2530" "China" "HG02180"
"2531" "China" "HG02181"
"2532" "China" "HG02182"
"2533" "China" "HG02184"
"2534" "China" "HG02185"
"2535" "China" "HG02186"
"2536" "China" "HG02187"
"2537" "China" "HG02188"
"2538" "China" "HG02190"
"2539" "United Kingdom" "HG02215"
"2540" "Spain" "HG02219"
"2541" "Spain" "HG02220"
"2542" "Spain" "HG02221"
"2543" "Spain" "HG02223"
"2544" "Spain" "HG02224"
"2545" "Spain" "HG02230"
"2546" "Spain" "HG02231"
"2547" "Spain" "HG02232"
"2548" "Spain" "HG02233"
"2549" "Spain" "HG02235"
"2550" "Spain" "HG02236"
"2551" "Spain" "HG02238"
"2552" "Spain" "HG02239"
"2553" "China" "HG02250"
"2554" "Peru" "HG02252"
"2555" "Peru" "HG02253"
"2556" "Barbados" "HG02255"
"2557" "Barbados" "HG02256"
"2558" "Peru" "HG02259"
"2559" "Peru" "HG02260"
"2560" "Peru" "HG02262"
"2561" "Peru" "HG02265"
"2562" "Peru" "HG02266"
"2563" "Peru" "HG02271"
"2564" "Peru" "HG02272"
"2565" "Peru" "HG02274"
"2566" "Peru" "HG02275"
"2567" "Peru" "HG02277"
"2568" "Peru" "HG02278"
"2569" "Barbados" "HG02281"
"2570" "Barbados" "HG02282"
"2571" "Barbados" "HG02283"
"2572" "Barbados" "HG02284"
"2573" "Peru" "HG02285"
"2574" "Peru" "HG02286"
"2575" "Peru" "HG02291"
"2576" "Peru" "HG02292"
"2577" "Peru" "HG02298"
"2578" "Peru" "HG02299"
"2579" "Peru" "HG02301"
"2580" "Peru" "HG02304"
"2581" "Barbados" "HG02307"
"2582" "Barbados" "HG02308"
"2583" "Barbados" "HG02309"
"2584" "Peru" "HG02312"
"2585" "Barbados" "HG02314"
"2586" "Barbados" "HG02315"
"2587" "Barbados" "HG02317"
"2588" "Barbados" "HG02318"
"2589" "Barbados" "HG02322"
"2590" "Barbados" "HG02323"
"2591" "Barbados" "HG02325"
"2592" "Barbados" "HG02330"
"2593" "Barbados" "HG02332"
"2594" "Barbados" "HG02334"
"2595" "Barbados" "HG02337"
"2596" "Barbados" "HG02339"
"2597" "Barbados" "HG02343"
"2598" "Peru" "HG02345"
"2599" "Peru" "HG02348"
"2600" "China" "HG02351"
"2601" "China" "HG02353"
"2602" "China" "HG02355"
"2603" "China" "HG02356"
"2604" "China" "HG02360"
"2605" "China" "HG02363"
"2606" "China" "HG02364"
"2607" "China" "HG02367"
"2608" "China" "HG02371"
"2609" "China" "HG02372"
"2610" "China" "HG02373"
"2611" "China" "HG02374"
"2612" "China" "HG02375"
"2613" "China" "HG02377"
"2614" "China" "HG02379"
"2615" "China" "HG02380"
"2616" "China" "HG02381"
"2617" "China" "HG02382"
"2618" "China" "HG02383"
"2619" "China" "HG02384"
"2620" "China" "HG02385"
"2621" "China" "HG02386"
"2622" "China" "HG02387"
"2623" "China" "HG02388"
"2624" "China" "HG02389"
"2625" "China" "HG02390"
"2626" "China" "HG02391"
"2627" "China" "HG02392"
"2628" "China" "HG02394"
"2629" "China" "HG02395"
"2630" "China" "HG02396"
"2631" "China" "HG02397"
"2632" "China" "HG02398"
"2633" "China" "HG02399"
"2634" "China" "HG02401"
"2635" "China" "HG02402"
"2636" "China" "HG02406"
"2637" "China" "HG02407"
"2638" "China" "HG02408"
"2639" "China" "HG02409"
"2640" "China" "HG02410"
"2641" "Barbados" "HG02419"
"2642" "Barbados" "HG02420"
"2643" "Peru" "HG02425"
"2644" "Barbados" "HG02427"
"2645" "Barbados" "HG02429"
"2646" "Barbados" "HG02433"
"2647" "Barbados" "HG02439"
"2648" "Barbados" "HG02442"
"2649" "Barbados" "HG02445"
"2650" "Barbados" "HG02449"
"2651" "Barbados" "HG02450"
"2652" "Barbados" "HG02455"
"2653" "Gambia" "HG02461"
"2654" "Gambia" "HG02462"
"2655" "Gambia" "HG02464"
"2656" "Gambia" "HG02465"
"2657" "Barbados" "HG02470"
"2658" "Barbados" "HG02471"
"2659" "Barbados" "HG02476"
"2660" "Barbados" "HG02477"
"2661" "Barbados" "HG02479"
"2662" "Barbados" "HG02481"
"2663" "Barbados" "HG02484"
"2664" "Barbados" "HG02485"
"2665" "Barbados" "HG02489"
"2666" "Pakistan" "HG02490"
"2667" "Pakistan" "HG02491"
"2668" "Pakistan" "HG02493"
"2669" "Pakistan" "HG02494"
"2670" "Barbados" "HG02496"
"2671" "Barbados" "HG02497"
"2672" "Barbados" "HG02501"
"2673" "Barbados" "HG02502"
"2674" "Barbados" "HG02505"
"2675" "Barbados" "HG02508"
"2676" "Barbados" "HG02511"
"2677" "Vietnam" "HG02512"
"2678" "Vietnam" "HG02513"
"2679" "Vietnam" "HG02521"
"2680" "Vietnam" "HG02522"
"2681" "Barbados" "HG02536"
"2682" "Barbados" "HG02537"
"2683" "Barbados" "HG02541"
"2684" "Barbados" "HG02545"
"2685" "Barbados" "HG02546"
"2686" "Barbados" "HG02549"
"2687" "Barbados" "HG02554"
"2688" "Barbados" "HG02555"
"2689" "Barbados" "HG02557"
"2690" "Barbados" "HG02558"
"2691" "Gambia" "HG02561"
"2692" "Gambia" "HG02562"
"2693" "Gambia" "HG02568"
"2694" "Gambia" "HG02570"
"2695" "Gambia" "HG02571"
"2696" "Gambia" "HG02573"
"2697" "Gambia" "HG02574"
"2698" "Barbados" "HG02577"
"2699" "Barbados" "HG02580"
"2700" "Gambia" "HG02582"
"2701" "Gambia" "HG02583"
"2702" "Gambia" "HG02585"
"2703" "Gambia" "HG02586"
"2704" "Gambia" "HG02588"
"2705" "Gambia" "HG02589"
"2706" "Gambia" "HG02594"
"2707" "Gambia" "HG02595"
"2708" "Pakistan" "HG02597"
"2709" "Pakistan" "HG02600"
"2710" "Pakistan" "HG02601"
"2711" "Pakistan" "HG02603"
"2712" "Pakistan" "HG02604"
"2713" "Gambia" "HG02610"
"2714" "Gambia" "HG02611"
"2715" "Gambia" "HG02613"
"2716" "Gambia" "HG02614"
"2717" "Gambia" "HG02620"
"2718" "Gambia" "HG02621"
"2719" "Gambia" "HG02623"
"2720" "Gambia" "HG02624"
"2721" "Gambia" "HG02628"
"2722" "Gambia" "HG02629"
"2723" "Gambia" "HG02634"
"2724" "Gambia" "HG02635"
"2725" "Gambia" "HG02642"
"2726" "Gambia" "HG02643"
"2727" "Gambia" "HG02645"
"2728" "Gambia" "HG02646"
"2729" "Pakistan" "HG02648"
"2730" "Pakistan" "HG02649"
"2731" "Pakistan" "HG02651"
"2732" "Pakistan" "HG02652"
"2733" "Pakistan" "HG02654"
"2734" "Pakistan" "HG02655"
"2735" "Pakistan" "HG02657"
"2736" "Pakistan" "HG02658"
"2737" "Pakistan" "HG02660"
"2738" "Pakistan" "HG02661"
"2739" "Gambia" "HG02666"
"2740" "Gambia" "HG02667"
"2741" "Gambia" "HG02675"
"2742" "Gambia" "HG02676"
"2743" "Gambia" "HG02678"
"2744" "Gambia" "HG02679"
"2745" "Pakistan" "HG02681"
"2746" "Pakistan" "HG02682"
"2747" "Pakistan" "HG02684"
"2748" "Pakistan" "HG02685"
"2749" "Pakistan" "HG02687"
"2750" "Pakistan" "HG02688"
"2751" "Pakistan" "HG02690"
"2752" "Pakistan" "HG02691"
"2753" "Pakistan" "HG02694"
"2754" "Pakistan" "HG02696"
"2755" "Pakistan" "HG02697"
"2756" "Pakistan" "HG02699"
"2757" "Pakistan" "HG02700"
"2758" "Gambia" "HG02702"
"2759" "Gambia" "HG02703"
"2760" "Gambia" "HG02715"
"2761" "Gambia" "HG02716"
"2762" "Gambia" "HG02721"
"2763" "Gambia" "HG02722"
"2764" "Pakistan" "HG02724"
"2765" "Pakistan" "HG02725"
"2766" "Pakistan" "HG02727"
"2767" "Pakistan" "HG02728"
"2768" "Pakistan" "HG02731"
"2769" "Pakistan" "HG02733"
"2770" "Pakistan" "HG02734"
"2771" "Pakistan" "HG02736"
"2772" "Pakistan" "HG02737"
"2773" "Gambia" "HG02756"
"2774" "Gambia" "HG02757"
"2775" "Gambia" "HG02759"
"2776" "Gambia" "HG02760"
"2777" "Gambia" "HG02763"
"2778" "Gambia" "HG02768"
"2779" "Gambia" "HG02769"
"2780" "Gambia" "HG02771"
"2781" "Gambia" "HG02772"
"2782" "Pakistan" "HG02774"
"2783" "Pakistan" "HG02775"
"2784" "Pakistan" "HG02778"
"2785" "Pakistan" "HG02780"
"2786" "Pakistan" "HG02783"
"2787" "Pakistan" "HG02784"
"2788" "Pakistan" "HG02786"
"2789" "Pakistan" "HG02787"
"2790" "Pakistan" "HG02789"
"2791" "Pakistan" "HG02790"
"2792" "Pakistan" "HG02792"
"2793" "Pakistan" "HG02793"
"2794" "Gambia" "HG02798"
"2795" "Gambia" "HG02799"
"2796" "Gambia" "HG02804"
"2797" "Gambia" "HG02805"
"2798" "Gambia" "HG02807"
"2799" "Gambia" "HG02808"
"2800" "Gambia" "HG02810"
"2801" "Gambia" "HG02811"
"2802" "Gambia" "HG02813"
"2803" "Gambia" "HG02814"
"2804" "Gambia" "HG02816"
"2805" "Gambia" "HG02817"
"2806" "Gambia" "HG02819"
"2807" "Gambia" "HG02820"
"2808" "Gambia" "HG02836"
"2809" "Gambia" "HG02837"
"2810" "Gambia" "HG02839"
"2811" "Gambia" "HG02840"
"2812" "Gambia" "HG02851"
"2813" "Gambia" "HG02852"
"2814" "Gambia" "HG02854"
"2815" "Gambia" "HG02855"
"2816" "Gambia" "HG02860"
"2817" "Gambia" "HG02861"
"2818" "Gambia" "HG02870"
"2819" "Gambia" "HG02878"
"2820" "Gambia" "HG02879"
"2821" "Gambia" "HG02881"
"2822" "Gambia" "HG02882"
"2823" "Gambia" "HG02884"
"2824" "Gambia" "HG02885"
"2825" "Gambia" "HG02887"
"2826" "Gambia" "HG02888"
"2827" "Gambia" "HG02890"
"2828" "Gambia" "HG02891"
"2829" "Gambia" "HG02895"
"2830" "Gambia" "HG02896"
"2831" "Nigeria" "HG02922"
"2832" "Nigeria" "HG02923"
"2833" "Nigeria" "HG02938"
"2834" "Nigeria" "HG02941"
"2835" "Nigeria" "HG02943"
"2836" "Nigeria" "HG02944"
"2837" "Nigeria" "HG02946"
"2838" "Nigeria" "HG02947"
"2839" "Nigeria" "HG02952"
"2840" "Nigeria" "HG02953"
"2841" "Nigeria" "HG02968"
"2842" "Nigeria" "HG02970"
"2843" "Nigeria" "HG02971"
"2844" "Nigeria" "HG02973"
"2845" "Nigeria" "HG02974"
"2846" "Nigeria" "HG02976"
"2847" "Nigeria" "HG02977"
"2848" "Nigeria" "HG02979"
"2849" "Nigeria" "HG02981"
"2850" "Gambia" "HG02982"
"2851" "Gambia" "HG02983"
"2852" "Bangladesh" "HG03006"
"2853" "Bangladesh" "HG03007"
"2854" "Bangladesh" "HG03009"
"2855" "Bangladesh" "HG03012"
"2856" "Pakistan" "HG03015"
"2857" "Pakistan" "HG03016"
"2858" "Pakistan" "HG03018"
"2859" "Pakistan" "HG03019"
"2860" "Pakistan" "HG03021"
"2861" "Pakistan" "HG03022"
"2862" "Gambia" "HG03024"
"2863" "Gambia" "HG03025"
"2864" "Gambia" "HG03027"
"2865" "Gambia" "HG03028"
"2866" "Gambia" "HG03039"
"2867" "Gambia" "HG03040"
"2868" "Gambia" "HG03045"
"2869" "Gambia" "HG03046"
"2870" "Gambia" "HG03048"
"2871" "Gambia" "HG03049"
"2872" "Sierra Leone" "HG03052"
"2873" "Sierra Leone" "HG03054"
"2874" "Sierra Leone" "HG03055"
"2875" "Sierra Leone" "HG03057"
"2876" "Sierra Leone" "HG03058"
"2877" "Sierra Leone" "HG03060"
"2878" "Sierra Leone" "HG03061"
"2879" "Sierra Leone" "HG03063"
"2880" "Sierra Leone" "HG03064"
"2881" "Sierra Leone" "HG03066"
"2882" "Sierra Leone" "HG03069"
"2883" "Sierra Leone" "HG03072"
"2884" "Sierra Leone" "HG03073"
"2885" "Sierra Leone" "HG03074"
"2886" "Sierra Leone" "HG03077"
"2887" "Sierra Leone" "HG03078"
"2888" "Sierra Leone" "HG03079"
"2889" "Sierra Leone" "HG03081"
"2890" "Sierra Leone" "HG03082"
"2891" "Sierra Leone" "HG03084"
"2892" "Sierra Leone" "HG03085"
"2893" "Sierra Leone" "HG03086"
"2894" "Sierra Leone" "HG03088"
"2895" "Sierra Leone" "HG03091"
"2896" "Sierra Leone" "HG03095"
"2897" "Sierra Leone" "HG03096"
"2898" "Sierra Leone" "HG03097"
"2899" "Nigeria" "HG03099"
"2900" "Nigeria" "HG03100"
"2901" "Nigeria" "HG03103"
"2902" "Nigeria" "HG03105"
"2903" "Nigeria" "HG03108"
"2904" "Nigeria" "HG03109"
"2905" "Nigeria" "HG03111"
"2906" "Nigeria" "HG03112"
"2907" "Nigeria" "HG03114"
"2908" "Nigeria" "HG03115"
"2909" "Nigeria" "HG03117"
"2910" "Nigeria" "HG03118"
"2911" "Nigeria" "HG03120"
"2912" "Nigeria" "HG03121"
"2913" "Nigeria" "HG03123"
"2914" "Nigeria" "HG03124"
"2915" "Nigeria" "HG03126"
"2916" "Nigeria" "HG03127"
"2917" "Nigeria" "HG03129"
"2918" "Nigeria" "HG03130"
"2919" "Nigeria" "HG03132"
"2920" "Nigeria" "HG03133"
"2921" "Nigeria" "HG03135"
"2922" "Nigeria" "HG03136"
"2923" "Nigeria" "HG03139"
"2924" "Nigeria" "HG03157"
"2925" "Nigeria" "HG03159"
"2926" "Nigeria" "HG03160"
"2927" "Nigeria" "HG03162"
"2928" "Nigeria" "HG03163"
"2929" "Nigeria" "HG03166"
"2930" "Nigeria" "HG03168"
"2931" "Nigeria" "HG03169"
"2932" "Nigeria" "HG03172"
"2933" "Nigeria" "HG03175"
"2934" "Nigeria" "HG03189"
"2935" "Nigeria" "HG03190"
"2936" "Nigeria" "HG03193"
"2937" "Nigeria" "HG03195"
"2938" "Nigeria" "HG03196"
"2939" "Nigeria" "HG03198"
"2940" "Nigeria" "HG03199"
"2941" "Nigeria" "HG03202"
"2942" "Sierra Leone" "HG03209"
"2943" "Sierra Leone" "HG03212"
"2944" "Sierra Leone" "HG03224"
"2945" "Sierra Leone" "HG03225"
"2946" "Pakistan" "HG03228"
"2947" "Pakistan" "HG03229"
"2948" "Pakistan" "HG03234"
"2949" "Pakistan" "HG03235"
"2950" "Pakistan" "HG03237"
"2951" "Pakistan" "HG03238"
"2952" "Gambia" "HG03240"
"2953" "Gambia" "HG03241"
"2954" "Gambia" "HG03246"
"2955" "Gambia" "HG03247"
"2956" "Gambia" "HG03258"
"2957" "Gambia" "HG03259"
"2958" "Nigeria" "HG03265"
"2959" "Nigeria" "HG03267"
"2960" "Nigeria" "HG03268"
"2961" "Nigeria" "HG03270"
"2962" "Nigeria" "HG03271"
"2963" "Nigeria" "HG03279"
"2964" "Nigeria" "HG03280"
"2965" "Nigeria" "HG03291"
"2966" "Nigeria" "HG03294"
"2967" "Nigeria" "HG03295"
"2968" "Nigeria" "HG03297"
"2969" "Nigeria" "HG03298"
"2970" "Nigeria" "HG03300"
"2971" "Nigeria" "HG03301"
"2972" "Nigeria" "HG03303"
"2973" "Nigeria" "HG03304"
"2974" "Nigeria" "HG03311"
"2975" "Nigeria" "HG03313"
"2976" "Nigeria" "HG03342"
"2977" "Nigeria" "HG03343"
"2978" "Nigeria" "HG03351"
"2979" "Nigeria" "HG03352"
"2980" "Nigeria" "HG03354"
"2981" "Nigeria" "HG03363"
"2982" "Nigeria" "HG03366"
"2983" "Nigeria" "HG03367"
"2984" "Nigeria" "HG03369"
"2985" "Nigeria" "HG03370"
"2986" "Nigeria" "HG03372"
"2987" "Sierra Leone" "HG03376"
"2988" "Sierra Leone" "HG03378"
"2989" "Sierra Leone" "HG03380"
"2990" "Sierra Leone" "HG03382"
"2991" "Sierra Leone" "HG03385"
"2992" "Sierra Leone" "HG03388"
"2993" "Sierra Leone" "HG03391"
"2994" "Sierra Leone" "HG03394"
"2995" "Sierra Leone" "HG03397"
"2996" "Sierra Leone" "HG03401"
"2997" "Sierra Leone" "HG03410"
"2998" "Sierra Leone" "HG03419"
"2999" "Sierra Leone" "HG03428"
"3000" "Sierra Leone" "HG03432"
"3001" "Sierra Leone" "HG03433"
"3002" "Sierra Leone" "HG03436"
"3003" "Sierra Leone" "HG03437"
"3004" "Sierra Leone" "HG03439"
"3005" "Sierra Leone" "HG03442"
"3006" "Sierra Leone" "HG03445"
"3007" "Sierra Leone" "HG03446"
"3008" "Sierra Leone" "HG03449"
"3009" "Sierra Leone" "HG03451"
"3010" "Sierra Leone" "HG03452"
"3011" "Sierra Leone" "HG03455"
"3012" "Sierra Leone" "HG03457"
"3013" "Sierra Leone" "HG03458"
"3014" "Sierra Leone" "HG03460"
"3015" "Sierra Leone" "HG03461"
"3016" "Sierra Leone" "HG03464"
"3017" "Sierra Leone" "HG03469"
"3018" "Sierra Leone" "HG03470"
"3019" "Sierra Leone" "HG03472"
"3020" "Sierra Leone" "HG03473"
"3021" "Sierra Leone" "HG03476"
"3022" "Sierra Leone" "HG03478"
"3023" "Sierra Leone" "HG03479"
"3024" "Sierra Leone" "HG03484"
"3025" "Sierra Leone" "HG03485"
"3026" "Pakistan" "HG03488"
"3027" "Pakistan" "HG03490"
"3028" "Pakistan" "HG03491"
"3029" "Nigeria" "HG03499"
"3030" "Nigeria" "HG03511"
"3031" "Nigeria" "HG03514"
"3032" "Nigeria" "HG03515"
"3033" "Nigeria" "HG03517"
"3034" "Nigeria" "HG03518"
"3035" "Nigeria" "HG03520"
"3036" "Nigeria" "HG03521"
"3037" "Gambia" "HG03538"
"3038" "Gambia" "HG03539"
"3039" "Sierra Leone" "HG03547"
"3040" "Sierra Leone" "HG03548"
"3041" "Sierra Leone" "HG03556"
"3042" "Sierra Leone" "HG03557"
"3043" "Sierra Leone" "HG03558"
"3044" "Sierra Leone" "HG03559"
"3045" "Sierra Leone" "HG03563"
"3046" "Sierra Leone" "HG03565"
"3047" "Sierra Leone" "HG03567"
"3048" "Sierra Leone" "HG03571"
"3049" "Sierra Leone" "HG03572"
"3050" "Sierra Leone" "HG03575"
"3051" "Sierra Leone" "HG03577"
"3052" "Sierra Leone" "HG03578"
"3053" "Sierra Leone" "HG03583"
"3054" "Bangladesh" "HG03585"
"3055" "Bangladesh" "HG03589"
"3056" "Bangladesh" "HG03593"
"3057" "Bangladesh" "HG03594"
"3058" "Bangladesh" "HG03595"
"3059" "Bangladesh" "HG03598"
"3060" "Bangladesh" "HG03600"
"3061" "Bangladesh" "HG03603"
"3062" "Bangladesh" "HG03604"
"3063" "Bangladesh" "HG03607"
"3064" "Bangladesh" "HG03611"
"3065" "Bangladesh" "HG03615"
"3066" "Bangladesh" "HG03616"
"3067" "Pakistan" "HG03619"
"3068" "Pakistan" "HG03624"
"3069" "Pakistan" "HG03625"
"3070" "Pakistan" "HG03629"
"3071" "Pakistan" "HG03631"
"3072" "Pakistan" "HG03634"
"3073" "Pakistan" "HG03636"
"3074" "Pakistan" "HG03640"
"3075" "Sri Lanka" "HG03642"
"3076" "Sri Lanka" "HG03643"
"3077" "Sri Lanka" "HG03644"
"3078" "Sri Lanka" "HG03645"
"3079" "Sri Lanka" "HG03646"
"3080" "Pakistan" "HG03649"
"3081" "Pakistan" "HG03652"
"3082" "Pakistan" "HG03653"
"3083" "Pakistan" "HG03660"
"3084" "Pakistan" "HG03663"
"3085" "Pakistan" "HG03667"
"3086" "Pakistan" "HG03668"
"3087" "Sri Lanka" "HG03672"
"3088" "Sri Lanka" "HG03673"
"3089" "Sri Lanka" "HG03679"
"3090" "Sri Lanka" "HG03680"
"3091" "Sri Lanka" "HG03681"
"3092" "Sri Lanka" "HG03684"
"3093" "Sri Lanka" "HG03685"
"3094" "Sri Lanka" "HG03686"
"3095" "Sri Lanka" "HG03687"
"3096" "Sri Lanka" "HG03689"
"3097" "Sri Lanka" "HG03690"
"3098" "Sri Lanka" "HG03691"
"3099" "Sri Lanka" "HG03692"
"3100" "Sri Lanka" "HG03693"
"3101" "Sri Lanka" "HG03694"
"3102" "Sri Lanka" "HG03695"
"3103" "Sri Lanka" "HG03696"
"3104" "Sri Lanka" "HG03697"
"3105" "Sri Lanka" "HG03698"
"3106" "Pakistan" "HG03702"
"3107" "Pakistan" "HG03703"
"3108" "Pakistan" "HG03705"
"3109" "Pakistan" "HG03706"
"3110" "Pakistan" "HG03708"
"3111" "Pakistan" "HG03709"
"3112" "Sri Lanka" "HG03711"
"3113" "India" "HG03713"
"3114" "India" "HG03714"
"3115" "India" "HG03715"
"3116" "India" "HG03716"
"3117" "India" "HG03717"
"3118" "India" "HG03718"
"3119" "India" "HG03720"
"3120" "India" "HG03722"
"3121" "India" "HG03727"
"3122" "India" "HG03729"
"3123" "India" "HG03730"
"3124" "India" "HG03731"
"3125" "Sri Lanka" "HG03733"
"3126" "Sri Lanka" "HG03736"
"3127" "Sri Lanka" "HG03738"
"3128" "Sri Lanka" "HG03740"
"3129" "Sri Lanka" "HG03741"
"3130" "India" "HG03742"
"3131" "Sri Lanka" "HG03743"
"3132" "Sri Lanka" "HG03744"
"3133" "Sri Lanka" "HG03745"
"3134" "Sri Lanka" "HG03746"
"3135" "Sri Lanka" "HG03750"
"3136" "Sri Lanka" "HG03752"
"3137" "Sri Lanka" "HG03753"
"3138" "Sri Lanka" "HG03754"
"3139" "Sri Lanka" "HG03755"
"3140" "Sri Lanka" "HG03756"
"3141" "Sri Lanka" "HG03757"
"3142" "Sri Lanka" "HG03760"
"3143" "Pakistan" "HG03762"
"3144" "Pakistan" "HG03765"
"3145" "Pakistan" "HG03767"
"3146" "India" "HG03770"
"3147" "India" "HG03771"
"3148" "India" "HG03772"
"3149" "India" "HG03773"
"3150" "India" "HG03774"
"3151" "India" "HG03775"
"3152" "India" "HG03777"
"3153" "India" "HG03778"
"3154" "India" "HG03779"
"3155" "India" "HG03780"
"3156" "India" "HG03781"
"3157" "India" "HG03782"
"3158" "India" "HG03784"
"3159" "India" "HG03785"
"3160" "India" "HG03786"
"3161" "India" "HG03787"
"3162" "India" "HG03788"
"3163" "India" "HG03789"
"3164" "India" "HG03790"
"3165" "India" "HG03792"
"3166" "Bangladesh" "HG03793"
"3167" "Bangladesh" "HG03796"
"3168" "Bangladesh" "HG03800"
"3169" "Bangladesh" "HG03802"
"3170" "Bangladesh" "HG03803"
"3171" "Bangladesh" "HG03805"
"3172" "Bangladesh" "HG03808"
"3173" "Bangladesh" "HG03809"
"3174" "Bangladesh" "HG03812"
"3175" "Bangladesh" "HG03814"
"3176" "Bangladesh" "HG03815"
"3177" "Bangladesh" "HG03817"
"3178" "Bangladesh" "HG03821"
"3179" "Bangladesh" "HG03823"
"3180" "Bangladesh" "HG03824"
"3181" "Bangladesh" "HG03826"
"3182" "Bangladesh" "HG03829"
"3183" "Bangladesh" "HG03830"
"3184" "Bangladesh" "HG03832"
"3185" "Bangladesh" "HG03833"
"3186" "Sri Lanka" "HG03836"
"3187" "Sri Lanka" "HG03837"
"3188" "Sri Lanka" "HG03838"
"3189" "Sri Lanka" "HG03844"
"3190" "Sri Lanka" "HG03846"
"3191" "Sri Lanka" "HG03848"
"3192" "Sri Lanka" "HG03849"
"3193" "Sri Lanka" "HG03850"
"3194" "Sri Lanka" "HG03851"
"3195" "Sri Lanka" "HG03854"
"3196" "Sri Lanka" "HG03856"
"3197" "Sri Lanka" "HG03857"
"3198" "Sri Lanka" "HG03858"
"3199" "India" "HG03861"
"3200" "India" "HG03862"
"3201" "India" "HG03863"
"3202" "India" "HG03864"
"3203" "India" "HG03866"
"3204" "India" "HG03867"
"3205" "India" "HG03868"
"3206" "India" "HG03869"
"3207" "India" "HG03870"
"3208" "India" "HG03871"
"3209" "India" "HG03872"
"3210" "India" "HG03873"
"3211" "India" "HG03874"
"3212" "India" "HG03875"
"3213" "India" "HG03882"
"3214" "Sri Lanka" "HG03884"
"3215" "Sri Lanka" "HG03885"
"3216" "Sri Lanka" "HG03886"
"3217" "Sri Lanka" "HG03887"
"3218" "Sri Lanka" "HG03888"
"3219" "Sri Lanka" "HG03890"
"3220" "Sri Lanka" "HG03894"
"3221" "Sri Lanka" "HG03895"
"3222" "Sri Lanka" "HG03896"
"3223" "Sri Lanka" "HG03897"
"3224" "Sri Lanka" "HG03898"
"3225" "Sri Lanka" "HG03899"
"3226" "Sri Lanka" "HG03900"
"3227" "Bangladesh" "HG03902"
"3228" "Bangladesh" "HG03905"
"3229" "Bangladesh" "HG03907"
"3230" "Bangladesh" "HG03908"
"3231" "Bangladesh" "HG03910"
"3232" "Bangladesh" "HG03911"
"3233" "Bangladesh" "HG03913"
"3234" "Bangladesh" "HG03914"
"3235" "Bangladesh" "HG03916"
"3236" "Bangladesh" "HG03917"
"3237" "Bangladesh" "HG03919"
"3238" "Bangladesh" "HG03920"
"3239" "Bangladesh" "HG03922"
"3240" "Bangladesh" "HG03925"
"3241" "Bangladesh" "HG03926"
"3242" "Bangladesh" "HG03928"
"3243" "Bangladesh" "HG03931"
"3244" "Bangladesh" "HG03934"
"3245" "Bangladesh" "HG03937"
"3246" "Bangladesh" "HG03940"
"3247" "Bangladesh" "HG03941"
"3248" "Sri Lanka" "HG03943"
"3249" "Sri Lanka" "HG03944"
"3250" "Sri Lanka" "HG03945"
